/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_295.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_295.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_295.jpg,0,0,0,2.056085E-05
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_363.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_363.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_363.jpg,0,0,0,3.335391E-06
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_433.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_433.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_433.jpg,0,0,0,6.855142E-06
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_503.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_503.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_503.jpg,0,0,0,1.117676E-05
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_574.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_574.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_574.jpg,0,0,0,1.943939E-06
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_644.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_644.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_644.jpg,0,0,0,3.809859E-06
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_714.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_714.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_714.jpg,0,0,0,4.210916E-06
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_784.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_784.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_784.jpg,0,0,0,3.898459E-06
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_854.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_854.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_854.jpg,0,0,0,2.454527E-06
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_925.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_925.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_925.jpg,0,0,0,7.42844E-06
/home/security/Videos/data/IMG/center_2019_04_01_10_32_28_995.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_28_995.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_28_995.jpg,0,0,0,2.8379E-05
/home/security/Videos/data/IMG/center_2019_04_01_10_32_29_065.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_29_065.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_29_065.jpg,0,0,0,5.46157E-06
/home/security/Videos/data/IMG/center_2019_04_01_10_32_29_135.jpg,/home/security/Videos/data/IMG/left_2019_04_01_10_32_29_135.jpg,/home/security/Videos/data/IMG/right_2019_04_01_10_32_29_135.jpg,0,0,0,6.237369E-06
